name	locality	segments
Hagalundsvägen	Stråtjära	3
Trekantvägen	Stråtjära	3
Lötbacken	Stråtjära	2
Sandvägen	Stråtjära	2
Villavägen	Stråtjära	2
Hudiksvallsvägen	Strömsbruk	14
Rönnskärsvägen	Strömsbruk	12
Ringvägen	Strömsbruk	11
Storsandsvägen	Strömsbruk	10
Källvägen	Strömsbruk	7
Granvägen	Strömsbruk	6
Lakbäcksvägen	Strömsbruk	6
Solbergsvägen	Strömsbruk	6
Harmångersvägen	Strömsbruk	5
Röstensvägen	Strömsbruk	5
Ladugårdsvägen	Strömsholm	16
Äggebyvägen	Strömsholm	16
Sofielundsvägen	Strömsholm	13
Clas Thotts väg	Strömsholm	9
Spruthusbacken	Strömsholm	9
Djursjukhusvägen	Strömsholm	8
Oskarsborgsvägen	Strömsholm	8
Svallings väg	Strömsholm	8
Västeråsvägen	Strömsholm	7
Dr Netzels väg	Strömsholm	6
Lagastigsgatan	Strömsnäsbruk	28
Mjärydsvägen	Strömsnäsbruk	15
Sunnerbogatan	Strömsnäsbruk	14
Rishultsvägen	Strömsnäsbruk	13
Wennerbergsgatan	Strömsnäsbruk	13
Järnvägsgatan	Strömsnäsbruk	11
Kronobergsgatan	Strömsnäsbruk	11
Klintavägen	Strömsnäsbruk	9
Fågelvägen	Strömsnäsbruk	8
Idrottsvägen	Strömsnäsbruk	8
Uddevallavägen	Strömstad	29
Björnängsvägen	Strömstad	24
Båtviksvägen	Strömstad	23
Ringvägen	Strömstad	22
Karlsgatan	Strömstad	21
Lökholmsvägen	Strömstad	17
Stensviksvägen	Strömstad	17
Krossekärrsvägen	Strömstad	16
Monelidsvägen	Strömstad	16
Oslovägen	Strömstad	16
Strömsvägen	Strömsund	13
Storgatan	Strömsund	12
Bredgårdsgatan	Strömsund	11
Byvägen	Strömsund	11
Blomstervägen	Strömsund	10
Lövbergavägen	Strömsund	10
Vallgatan	Strömsund	10
Öhnvägen	Strömsund	10
Alanäsvägen	Strömsund	9
Kaflovägen	Strömsund	9
Varalövsvägen	Strövelstorp	9
Diamantvägen	Strövelstorp	8
Falcks väg	Strövelstorp	7
Helsingborgsvägen	Strövelstorp	7
Kaprifolvägen	Strövelstorp	7
Klockarvägen	Strövelstorp	7
Furuvägen	Strövelstorp	6
Briljantvägen	Strövelstorp	5
Kristallvägen	Strövelstorp	5
Bärnstensvägen	Strövelstorp	4
Köttsjön	Stugun	12
Fredrikslundsvägen	Stugun	11
Gramyrvägen	Stugun	9
Stuguvägen	Stugun	7
Klockar Mildes väg	Stugun	5
Oppstuvägen	Stugun	5
Åtevägen	Stugun	5
Öståkervägen	Stugun	5
Industrivägen	Stugun	4
Orrvägen	Stugun	4
Kvinnebyvägen	Sturefors	29
Hjulsbrovägen	Sturefors	27
Ivar Samuelssons gata	Sturefors	26
Brokindsleden	Sturefors	20
Hjortronvägen	Sturefors	18
Mårsängsvägen	Sturefors	18
Blåeldsbågen	Sturefors	17
Lövsbergsvägen	Sturefors	17
Skvattramsvägen	Sturefors	15
Grebovägen	Sturefors	13
Ekenäsvägen	Sturkö	24
Svärmhallsvägen	Sturkö	23
Båtsmansvägen	Sturkö	18
Kyrkvägen	Sturkö	17
Sturkövägen	Sturkö	16
Kullavägen	Sturkö	15
Tockatorpsvägen	Sturkö	15
Frans väg	Sturkö	13
Kronovägen	Sturkö	13
Vintervägen	Sturkö	13
Bönhusbacken	Ställdalen	18
Ställbergsvägen	Ställdalen	17
Svartviksvägen	Ställdalen	17
Dunderbovägen	Ställdalen	11
Skolvägen	Ställdalen	11
Gruvvägen	Ställdalen	10
Granvägen	Ställdalen	9
Idrottsvägen	Ställdalen	9
Sanduddsvägen	Ställdalen	8
Gamla vägen	Ställdalen	7
Östanåvägen	Stöde	26
Norromängsvägen	Stöde	25
Edebyvägen	Stöde	18
Kärvstavägen	Stöde	10
Västra Edebovägen	Stöde	10
Östra Edebovägen	Stöde	10
Näckrosvägen	Stöde	9
Fanbyvägen	Stöde	8
Överedevägen	Stöde	8
Gullvivevägen	Stöde	7
Kyrkvägen	Stöllet	13
Halgåvägen	Stöllet	10
Gamla vägen	Stöllet	6
Gästisvägen	Stöllet	4
Södra Villavägen	Stöllet	4
Älvuddsvägen	Stöllet	4
Bankvägen	Stöllet	3
Klarastrandsvägen	Stöllet	3
Granvägen	Stöllet	2
Lindvägen	Stöllet	2
Tulegatan	Sundbyberg	38
Ursviksvägen	Sundbyberg	37
Järva skjutbaneväg	Sundbyberg	36
Landsvägen	Sundbyberg	34
Pippi Långstrumps gata	Sundbyberg	28
Adolfsbergsvägen	Sundbyberg	26
Tappvägen	Sundbyberg	24
Järnvägsgatan	Sundbyberg	23
Alpvägen	Sundbyberg	21
Rissneleden	Sundbyberg	20
Norra vägen	Sundsbruk	37
Gesällvägen	Sundsbruk	20
Timmervägen	Sundsbruk	20
Klökanvägen	Sundsbruk	13
Skönviksvägen	Sundsbruk	11
Antennvägen	Sundsbruk	10
Johannedalsvägen	Sundsbruk	10
Rovfågelsvägen	Sundsbruk	10
Fillanvägen	Sundsbruk	9
Ljustavägen	Sundsbruk	9
Esplanaden	Sundsvall	54
Västra vägen	Sundsvall	36
Skönsbergsvägen	Sundsvall	28
Skolhusallén	Sundsvall	26
Timmervägen	Sundsvall	24
Hagavägen	Sundsvall	23
Storgatan	Sundsvall	23
Sidsjövägen	Sundsvall	22
Fridhemsgatan	Sundsvall	21
Norra stadsinfarten	Sundsvall	20
Gamla vägen	Sunhultsbrunn	9
Bygatan	Sunhultsbrunn	8
Andstigen	Sunhultsbrunn	6
Morgonstigen	Sunhultsbrunn	6
Ejderstigen	Sunhultsbrunn	5
Djupängsvägen	Sunhultsbrunn	4
Enhagsvägen	Sunhultsbrunn	4
Olstorpsvägen	Sunhultsbrunn	4
Regnbågsvägen	Sunhultsbrunn	4
Basarpsvägen	Sunhultsbrunn	3
Ekebyvägen	Sunne	18
Lövnäsvägen	Sunne	10
Brårudsvägen	Sunne	9
Storgatan	Sunne	9
Älvgatan	Sunne	9
Allégatan	Sunne	8
Mellqvistvägen	Sunne	8
Fabriksgatan	Sunne	7
Järnvägsgatan	Sunne	7
Kvarngatan	Sunne	6
Färjevägen	Sunnemo	8
Ängsstigen	Sunnemo	6
Sundängsvägen	Sunnemo	5
Hyttvägen	Sunnemo	4
Grässjövägen	Sunnemo	1
Lidsjövägen	Sunnemo	1
Industrileden	Surahammar	18
Furnäsvägen	Surahammar	15
Hjulmakarvägen	Surahammar	15
Östergatan	Surahammar	15
Dalavägen	Surahammar	13
Västersjövägen	Surahammar	13
Centralgatan	Surahammar	12
Västeråsleden	Surahammar	11
Stavtorpsvägen	Surahammar	10
Köpmangatan	Surahammar	9
Gårdstensvägen	Surte	43
Lövgärdesvägen	Surte	33
Smedlyckan	Surte	24
Göteborgsvägen	Surte	20
Svankällevägen	Surte	20
Kanelgatan	Surte	17
Oreganogatan	Surte	17
Skimmelvägen	Surte	17
Egnahemsvägen	Surte	16
Kryddhyllan	Surte	16
Svalegatan	Svalöv	15
Luggudevägen	Svalöv	9
Regementsgatan	Svalöv	9
Göjegatan	Svalöv	8
Kavallerigatan	Svalöv	8
Onsjövägen	Svalöv	8
Åkervägen	Svalöv	8
Rönnebergsvägen	Svalöv	7
Skolgatan	Svalöv	7
Artillerigatan	Svalöv	6
Grundsjövägen	Svanavattnet	9
Skolplan	Svanavattnet	5
Helmer Grundströms väg	Svanavattnet	2
Bogrydsvägen	Svaneholm	24
Rogslundsvägen	Svaneholm	13
Tranvägen	Svaneholm	11
Rogsholmsvägen	Svaneholm	6
Varbergsvägen	Svaneholm	6
Bäckvägen	Svaneholm	5
Sävsjövikvägen	Svaneholm	5
Elias väg	Svaneholm	4
Svanvägen	Svaneholm	4
Egnahemsgatan	Svaneholm	3
Sesterviksvägen	Svanesund	17
Skogslyckevägen	Svanesund	17
Stora Halsvägen	Svanesund	14
Lyckhemsvägen	Svanesund	13
Gömmebergsvägen	Svanesund	10
Tegelviksvägen	Svanesund	10
Källvägen	Svanesund	9
Postgårdsvägen	Svanesund	9
Rödsvägen	Svanesund	9
Hjälperödsvägen	Svanesund	7
Storgatan	Svanskog	13
Smedjegatan	Svanskog	9
Södra Bruksvägen	Svanskog	8
Herrgårdsgatan	Svanskog	7
John Bryntesons väg	Svanskog	6
Carl Ugglas gata	Svanskog	4
Järnbruksgatan	Svanskog	4
Mårdvägen	Svanskog	4
Ringvägen	Svanskog	4
Talmansgatan	Svanskog	4
Sjövägen	Svappavaara	13
Ollasbyvägen	Svappavaara	11
Juopakoski	Svappavaara	7
Palovägen	Svappavaara	6
Abrahamsvägen	Svappavaara	5
Kirkonmella	Svappavaara	5
Lupinvägen	Svappavaara	5
Paloniemivägen	Svappavaara	5
Vinsavägen	Svappavaara	5
Skjutbanevägen	Svappavaara	4
Såningsvägen	Svartsjö	95
Högbyvägen	Svartsjö	78
Trumpetvägen	Svartsjö	68
Blomsterkungsvägen	Svartsjö	56
Bergmyntegränd	Svartsjö	45
Lingonrisgränd	Svartsjö	43
Gitarrvägen	Svartsjö	39
Lövsta koloniväg	Svartsjö	37
Mandolinvägen	Svartsjö	36
Basunvägen	Svartsjö	35
Industrivägen	Svartå	10
Bruksgatan	Svartå	8
Letstigen	Svartå	6
Viltstråket	Svartå	6
Bergslagsvägen	Svartå	5
Hyttvägen	Svartå	4
Idrottsvägen	Svartå	4
Medskogsvägen	Svartå	4
Hopslagarevägen	Svartå	3
Axsjöåsvägen	Svartå	2
Hyltarpsvägen	Svedala	31
Lundavägen	Svedala	25
Bjeretsvägen	Svedala	19
Ågatan	Svedala	17
Gamla minnesbergsvägen	Svedala	16
Landsvägen	Svedala	15
Aggarpsvägen	Svedala	14
Bökebergsgatan	Svedala	14
Norra Ellenborgsgatan	Svedala	12
Norra Tvärgatan	Svedala	10
Fjällvägen	Sveg	20
Härjedalsgatan	Sveg	18
Jämtlandsgatan	Sveg	18
Gränsgatan	Sveg	17
Vallarvägen	Sveg	16
Svegsgatan	Sveg	11
Korskällgatan	Sveg	10
Sandvägen	Sveg	10
Byvallsvägen	Sveg	9
Lillhärdalsvägen	Sveg	9
Kindsvägen	Svenljunga	15
Rydins väg	Svenljunga	14
Kyrkogatan	Svenljunga	12
Göteborgsvägen	Svenljunga	9
Karolinelundsvägen	Svenljunga	9
Kinnagatan	Svenljunga	9
Skolgatan	Svenljunga	9
Balders väg	Svenljunga	8
Brogatan	Svenljunga	8
Falkenbergsvägen	Svenljunga	8
Mjösjölidvägen	Svensbyn	24
Rismyrlidvägen	Svensbyn	13
Bodsjövägen	Svensbyn	11
Bäckvallenvägen	Svensbyn	8
Granträskmarkvägen	Svensbyn	7
Risnäsvägen	Svensbyn	7
Östra Lidenvägen	Svensbyn	6
Norrtjärnsvägen	Svensbyn	5
Peruddvägen	Svensbyn	5
Västra Lidenvägen	Svensbyn	5
Hälsovägen	Svenshögen	9
Norra Sågen	Svenshögen	7
Södra Sågen	Svenshögen	7
Hällungevägen	Svenshögen	6
Plattebergsvägen	Svenshögen	6
Svartehallen	Svenshögen	6
Hällesåsvägen	Svenshögen	4
Nygrens väg	Svenshögen	3
Doktor Forsgrens väg	Svenshögen	1
Smedjevägen	Svenshögen	1
Ängesvägen	Svenstavik	16
Industrivägen	Svenstavik	9
Stationsvägen	Svenstavik	7
Lillhallvägen	Svenstavik	6
Skansvägen	Svenstavik	6
Galhammarvägen	Svenstavik	5
Svenstavägen	Svenstavik	5
Mellanvägen	Svenstavik	4
Skogsvägen	Svenstavik	4
Skolvägen	Svenstavik	4
Holländarevägen	Svängsta	23
Gyngamålavägen	Svängsta	19
Ljusarydsvägen	Svängsta	15
Norra Älmtavägen	Svängsta	15
Öjamålavägen	Svängsta	15
Norra Hokavägen	Svängsta	14
Södra Älmtavägen	Svängsta	13
Övre Ämnebodavägen	Svängsta	13
Hemsjövägen	Svängsta	12
Promenadstigen	Svängsta	12
Boda Gruvvägen	Svärdsjö	20
Hinsvägen	Svärdsjö	14
Borglindsvägen	Svärdsjö	13
Stugtjärnsvägen	Svärdsjö	12
Industrivägen	Svärdsjö	10
Kroktjärnsvägen	Svärdsjö	10
Hedvägen	Svärdsjö	9
Borgärdesvägen	Svärdsjö	7
Hinsnäset	Svärdsjö	7
Rophällavägen	Svärdsjö	7
Klarälvsvägen	Sysslebäck	32
Näckåvägen	Sysslebäck	11
Nygårdsvägen	Sysslebäck	7
Steningevägen	Sysslebäck	5
Holevägen	Sysslebäck	4
Liksjövägen	Sysslebäck	4
Villavägen	Sysslebäck	4
Lillbergsvägen	Sysslebäck	3
Stortäppavägen	Sysslebäck	3
Badhusvägen	Sysslebäck	2
Jupitergatan	Säffle	17
Åmålsvägen	Säffle	16
Granbäcksvägen	Säffle	14
Industrigatan	Säffle	14
Järnvägsgatan	Säffle	14
Kilavägen	Säffle	11
Norra Rolfserudsvägen	Säffle	11
Sundsgatan	Säffle	11
Billerudsgatan	Säffle	10
Karlstadsvägen	Säffle	10
Lindvallen Timmerbyn	Sälen	27
Tandådalen Röda byn	Sälen	23
Hemfjällsvägen	Sälen	17
Renvägen	Sälen	17
Medskogen	Sälen	16
Trollbäcken	Sälen	16
Sälenvägen	Sälen	15
Sätervägen	Sälen	15
Gilleråsvägen	Sälen	14
Gubbmyrvägen	Sälen	14
Västra Särövägen	Särö	22
Bossöviksvägen	Särö	16
Östra Särövägen	Särö	16
Kilanäsavägen	Särö	15
Tubackavägen	Särö	14
Krokaviksvägen	Särö	13
Nälleviksvägen	Särö	13
Särö Skansenväg	Särö	13
Annelundsvägen	Särö	12
Bassängbacken	Särö	11
Kristinegatan	Säter	15
Bergslagsgatan	Säter	14
Nämnsbovägen	Säter	10
Hagavägen	Säter	9
Jönshyttevägen	Säter	9
Ovangårdsvägen	Säter	9
Västra Långgatan	Säter	9
Bergstäktsvägen	Säter	8
Fogdegatan	Säter	8
Fritidsvägen	Säter	8
Björlandavägen	Sätila	10
Lisakullavägen	Sätila	8
Lygnevivägen	Sätila	8
Ramdalsvägen	Sätila	8
Alfsgårdsvägen	Sätila	7
Fridhemsvägen	Sätila	7
Skogshöjdsvägen	Sätila	7
Blåsippevägen	Sätila	6
Sethelius väg	Sätila	6
Hallåsvägen	Sätila	4
Holmö byaväg	Sävar	36
Rovågersvägen	Sävar	31
Granvägen	Sävar	21
Sönnerstgrundet	Sävar	21
Skomakarvägen	Sävar	14
Fiskebyvägen	Sävar	11
Kyrkvägen	Sävar	11
Majorsvägen	Sävar	11
Öllerskatavägen	Sävar	11
Kungsvägen	Sävar	9
Kongahällavägen	Säve	114
Tuve kyrkväg	Säve	45
Stora Holm Övningsväg	Säve	32
Björlandavägen	Säve	30
Örnekulans väg	Säve	27
Holmvägen	Säve	25
Säve djupedalsväg	Säve	24
Östergärde industriväg	Säve	21
Glöstorpsvägen	Säve	20
Nolehultsvägen	Säve	20
Kortedalavägen	Sävedalen	120
Smörslottsgatan	Sävedalen	86
Torpagatan	Sävedalen	83
Utbyvägen	Sävedalen	52
Kvibergsvägen	Sävedalen	51
Bergsjövägen	Sävedalen	41
Östra Torpavägen	Sävedalen	39
Munkebäcks Allé	Sävedalen	36
Sysslomansgatan	Sävedalen	32
Almanacksvägen	Sävedalen	31
Östra Esplanaden	Sävsjö	24
Odengatan	Sävsjö	19
Gunnes väg	Sävsjö	13
Hjärtlandavägen	Sävsjö	10
Sandsjövägen	Sävsjö	10
Björkängsgatan	Sävsjö	9
Eksjöhovgårdsvägen	Sävsjö	9
Hägnevägen	Sävsjö	9
Vallsjögatan	Sävsjö	9
Djurgårdsgatan	Sävsjö	8
Folketshusvägen	Sävsjöström	5
Alstervägen	Sävsjöström	3
Östra vägen	Sävsjöström	3
Björkvägen	Sävsjöström	1
Skyttevägen	Sävsjöström	1
Tallvägen	Sävsjöström	1
Videvägen	Sävsjöström	1
Älghultsvägen	Sävsjöström	1
Grönviksvägen	Sågmyra	10
Filtstigen	Sågmyra	9
Bengtsgårdsvägen	Sågmyra	7
Vrebrovägen	Sågmyra	7
Banvallen	Sågmyra	6
Svensvägen	Sågmyra	6
Tallholsvägen	Sågmyra	6
Vidåsvägen	Sågmyra	6
Yllevägen	Sågmyra	6
Kvarnstigen	Sågmyra	5
Hästskovägen	Såtenäs	6
Ringvägen	Såtenäs	4
Örnsuddevägen	Såtenäs	3
Förvaltarvägen	Såtenäs	2
Tegelstigen	Såtenäs	1
Örnsuddestigen	Såtenäs	1
Sockenvägen	Söderala	20
Bersvägen	Söderala	12
Villavägen	Söderala	8
Annebergsvägen	Söderala	7
Vedtjäravägen	Söderala	7
Hästhagsvägen Orsta	Söderala	5
Hammarvägen	Söderala	3
Hembygdsvägen	Söderala	3
Ljusnevägen	Söderala	3
Skjutbanevägen Valla	Söderala	3
Larsbovägen	Söderbärke	15
Åshagsvägen	Söderbärke	13
Bergsmansvägen	Söderbärke	12
Saxenäsvägen	Söderbärke	12
Sundvägen	Söderbärke	11
Sörängsvägen	Söderbärke	11
Kvarnsnäsvägen	Söderbärke	10
Lilla Tolvsbovägen	Söderbärke	10
Sjöhagsvägen	Söderbärke	10
Kalvnäsvägen	Söderbärke	9
Söderforsvägen	Söderfors	31
Claes Grills väg	Söderfors	26
Kågbovägen	Söderfors	26
Nygatan	Söderfors	23
Tamms väg	Söderfors	18
Gamlevägen	Söderfors	14
Höftevägen	Söderfors	14
Mellanverksvägen	Söderfors	14
Gävlevägen	Söderfors	11
Konvaljevägen	Söderfors	10
Södra Tvärleden	Söderhamn	22
Brädgårdsgatan	Söderhamn	17
Kungsgatan	Söderhamn	16
Norralagatan	Söderhamn	15
Fröjdablicksvägen	Söderhamn	14
Ringvägen	Söderhamn	14
Norrtullsgatan	Söderhamn	13
Stålnäsvägen	Söderhamn	13
Dragedsvägen	Söderhamn	10
Östra Storgatan	Söderhamn	10
Albogaleden	Söderköping	19
Ringvägen	Söderköping	18
Ågatan	Söderköping	14
Centralvägen	Söderköping	12
Storängsparken	Söderköping	12
Länsmansgatan	Söderköping	11
Margaretagatan	Söderköping	11
Backgatan	Söderköping	10
Erik Dahlbergsgatan	Söderköping	10
Skepparevägen	Söderköping	9
Nyköpingsvägen	Södertälje	46
Hertig Carls väg	Södertälje	43
Genetaleden	Södertälje	35
Bergaholmsvägen	Södertälje	31
Liljevalchsgatan	Södertälje	30
Högantorpsvägen	Södertälje	29
Storgatan	Södertälje	29
Strängnäsvägen	Södertälje	29
Holmfastvägen	Södertälje	27
Birkavägen	Södertälje	23
Djursviksvägen	Söderåkra	18
Ekarydsvägen	Söderåkra	9
Ekesvägen	Söderåkra	9
Malörtsvägen	Söderåkra	6
Prästgårdsvägen	Söderåkra	6
Blomvägen	Söderåkra	5
Gamla Prästgårdsvägen	Söderåkra	5
Kyrkvägen	Söderåkra	5
Varvsvägen	Söderåkra	5
Badstigen	Söderåkra	4
Klockarevägen	Södra Sandby	20
Blåmesvägen	Södra Sandby	16
Rapsvägen	Södra Sandby	14
Ringvägen	Södra Sandby	13
Fågelsångsvägen	Södra Sandby	12
Sofielundsvägen	Södra Sandby	11
Norrevång	Södra Sandby	10
Assarhusavägen	Södra Sandby	9
Blåvingevägen	Södra Sandby	9
Östervång	Södra Sandby	9
Sunderbyvägen	Södra Sunderbyn	58
Sandnäset	Södra Sunderbyn	39
Norra Sunderbyvägen	Södra Sunderbyn	37
Markskogsvägen	Södra Sunderbyn	33
Ängesbyvägen	Södra Sunderbyn	28
Alviksvägen	Södra Sunderbyn	23
Sandnäsetvägen	Södra Sunderbyn	23
Altersundsvägen	Södra Sunderbyn	22
Sunderbynäset	Södra Sunderbyn	20
Nordanträsk	Södra Sunderbyn	18
Södra Storgatan	Södra Vi	13
Hyltabyvägen	Södra Vi	11
Ringvägen	Södra Vi	9
Björkavägen	Södra Vi	8
Locknevivägen	Södra Vi	7
Parkgatan	Södra Vi	7
Djursdalavägen	Södra Vi	6
Industrigatan	Södra Vi	6
Stationsallén	Södra Vi	6
Idrottsgatan	Södra Vi	5
Järnvägsgatan	Sölvesborg	28
Sölvevägen	Sölvesborg	24
Ysanevägen	Sölvesborg	24
Tredenborgsvägen	Sölvesborg	22
Idrottsvägen	Sölvesborg	18
Bergsvägen	Sölvesborg	17
Bossabovägen	Sölvesborg	16
Hjortakroksvägen	Sölvesborg	16
Hälleviksvägen	Sölvesborg	16
Lörbyvägen	Sölvesborg	14
Berglundavägen	Sörberge	21
Solbackavägen	Sörberge	14
Norra Fagerviksvägen	Sörberge	13
Bölevägen	Sörberge	11
Södra Fagerviksvägen	Sörberge	9
Radhusgatan	Sörberge	8
Rörvägen	Sörberge	7
Linjevägen	Sörberge	6
Björkgatan	Sörberge	5
Forsvägen	Sörberge	5
Centrumvägen	Söråker	33
Gryttjomsvägen	Söråker	19
Båthamnsgatan	Söråker	17
Rigstavägen	Söråker	15
Bäckgatan	Söråker	13
Vålevägen	Söråker	13
Nya Söråkersgatan	Söråker	10
Ebeneservägen	Söråker	9
Eriks udde	Söråker	9
Norrviksgatan	Söråker	9
Skolgatan	Sösdala	9
Ellavägen	Sösdala	8
Fågelsångsvägen	Sösdala	8
Hanåsvägen	Sösdala	8
Torggatan	Sösdala	8
Föreningsgatan	Sösdala	7
Parkgatan	Sösdala	7
Långgatan	Sösdala	6
Stavarödsvägen	Sösdala	6
Vannarödsvägen	Sösdala	6
Granarpsvägen	Taberg	17
Malmgatan	Taberg	13
Sjöhultsvägen	Taberg	13
Åsastigen	Taberg	11
Tahevägen	Taberg	10
Kvarnvägen	Taberg	9
Vanadingatan	Taberg	9
Bergslid	Taberg	7
Junegatan	Taberg	7
Taklasvägen	Taberg	7
Bäckebovägen	Tallåsen	24
Onsängsvägen	Tallåsen	16
Sandviksvägen	Tallåsen	16
Rolfhamrevägen	Tallåsen	14
Svartsjövägen	Tallåsen	14
Västra Ångsäter	Tallåsen	14
Hennan Terminalvägen	Tallåsen	12
Hälsingenybo skolväg	Tallåsen	12
Sillerbovägen	Tallåsen	11
Gamla Ygsbovägen	Tallåsen	10
Förläggarvägen	Tandsbyn	10
Bodsjövägen	Tandsbyn	7
Författarvägen	Tandsbyn	7
Mogärdevägen	Tandsbyn	5
Kalkbruksvägen	Tandsbyn	3
Borrsvängen	Tandsbyn	2
Nygårdsvägen	Tandsbyn	2
Sättarvägen	Tandsbyn	2
Bastuvägen	Tandsbyn	1
Gjutarvägen	Tandsbyn	1
Stationsvägen	Tanumshede	15
Brehogsvägen	Tanumshede	10
Industrivägen	Tanumshede	10
Riksvägen	Tanumshede	10
Storemyrsvägen	Tanumshede	10
Gärdesvägen	Tanumshede	9
Galgbergsvägen	Tanumshede	8
Jönssons väg	Tanumshede	8
Prästgårdsvägen	Tanumshede	8
Björnbärsvägen	Tanumshede	7
Tavelsjövägen	Tavelsjö	19
Jan-Ersvägen	Tavelsjö	8
Långbrännavägen	Tavelsjö	8
Skogsallén	Tavelsjö	5
Strandvägen	Tavelsjö	5
Blomåkersvägen	Tavelsjö	3
Stenhagsvägen	Tavelsjö	3
Västeråkersvägen	Tavelsjö	3
Brunnsvägen	Tavelsjö	2
Gårdsvägen	Tavelsjö	2
Västergatan	Teckomatorp	7
Föreningsgatan	Teckomatorp	6
Huvudstorpsvägen	Teckomatorp	6
Korsgatan	Teckomatorp	6
Tvärgatan	Teckomatorp	6
Garvaregatan	Teckomatorp	5
Granbogatan	Teckomatorp	5
Järnvägsgatan	Teckomatorp	5
Storgatan	Teckomatorp	5
Södra Solhemsgatan	Teckomatorp	5
Ljungarpsvägen	Tenhult	12
Granhultsvägen	Tenhult	9
Högalundsvägen	Tenhult	8
Myrstadavägen	Tenhult	8
Backens väg	Tenhult	7
Industrivägen	Tenhult	7
Rödjans väg	Tenhult	7
Backsvalevägen	Tenhult	6
Lekerydsvägen	Tenhult	6
Mjälarydsvägen	Tenhult	6
Kyrkefallavägen	Tibro	16
Södra Långgatan	Tibro	16
Fredsgatan	Tibro	15
Östra Långgatan	Tibro	15
Stigstaholmsvägen	Tibro	13
Västra Långgatan	Tibro	12
Fågelviksleden	Tibro	11
Gymnasiegatan	Tibro	11
Gästgivarevägen	Tibro	11
Anderstorpsvägen	Tibro	10
Stallängsvägen	Tidaholm	25
Västra Drottningvägen	Tidaholm	17
Forsgatan	Tidaholm	16
Södra Ringvägen	Tidaholm	16
Norra Ringvägen	Tidaholm	14
Enebacksvägen	Tidaholm	10
Ulvestorpsgatan	Tidaholm	10
von Essens väg	Tidaholm	10
Norra Kungsvägen	Tidaholm	9
Torggatan	Tidaholm	9
Skövdevägen	Tidan	15
Vårlundavägen	Tidan	12
Tidanvägen	Tidan	10
Götgatan	Tidan	8
Skyttelvägen	Tidan	5
Slingvägen	Tidan	5
Vaholmsvägen	Tidan	5
Gamla vägen	Tidan	4
Kvarntorpsvägen	Tidan	3
Närlundavägen	Tidan	3
Tegelbruksgatan	Tierp	38
Makrillvägen	Tierp	29
Bondegatan	Tierp	27
Gävlevägen	Tierp	19
Industrigatan	Tierp	17
Södra Esplanaden	Tierp	17
Brädgårdsvägen	Tierp	15
Uppsalavägen	Tierp	15
Strömsbergsvägen	Tierp	14
Gripenbergsvägen	Tierp	13
Gårdavägen	Timmele	7
Herrljungavägen	Timmele	7
Hökerumsvägen	Timmele	6
Industrivägen	Timmele	6
Andra ringvägen	Timmele	5
Majeldsvägen	Timmele	5
Falköpingsvägen	Timmele	4
Fjärde ringvägen	Timmele	4
Första ringvägen	Timmele	4
Lenavägen	Timmele	4
Varvsvägen	Timmernabben	26
Strandavägen	Timmernabben	11
Nyemålavägen	Timmernabben	10
Tillingevägen	Timmernabben	9
Mastvägen	Timmernabben	8
Vattenvägen	Timmernabben	8
Blomsterstigen	Timmernabben	7
Nabbevägen	Timmernabben	7
Övre vägen	Timmernabben	7
Fiskarvägen	Timmernabben	6
Mariestadsvägen	Timmersdala	10
Långgatan	Timmersdala	7
Billingsgatan	Timmersdala	5
Parkgatan	Timmersdala	5
Torggatan	Timmersdala	5
Bäckedalsvägen	Timmersdala	4
Industrigatan	Timmersdala	4
Kyrkvägen	Timmersdala	4
Ringvägen	Timmersdala	4
Skövdevägen	Timmersdala	4
Köpmangatan	Timrå	24
Frölandsvägen	Timrå	22
Vännavägen	Timrå	15
Kungsvägen	Timrå	11
Vivstavarvsvägen	Timrå	11
Terminalvägen	Timrå	10
Vävlandsvägen	Timrå	10
Östrandsvägen	Timrå	9
Järnvägsgatan	Timrå	8
Hantverksvägen	Timrå	7
Storgatan	Tingsryd	15
Lokgatan	Tingsryd	14
Dackegatan	Tingsryd	13
Tingsgatan	Tingsryd	12
Linnerydsvägen	Tingsryd	10
Skolgatan	Tingsryd	8
Tingsmålavägen	Tingsryd	8
Växjövägen	Tingsryd	8
Ardennervägen	Tingsryd	7
Ebbalyckevägen	Tingsryd	7
Lummelunda Nyhamnsvägen	Tingstäde	16
Ireviken Ireviksvägen	Tingstäde	13
Ireviken Svarthällsvägen	Tingstäde	9
Lummelunda Strandskatevägen	Tingstäde	8
Mistelvägen	Tingstäde	8
Stenkyrka Arkosvägen	Tingstäde	8
Ireviken Kaninstigen	Tingstäde	6
Stenkyrka Likkarsvägen	Tingstäde	6
Ireviken Kabelvägen	Tingstäde	5
Lummelunda Burge gata	Tingstäde	5
Hultängsvägen	Tjällmo	13
Råckavägen	Tjällmo	8
Hornstugevägen	Tjällmo	5
Länsvägen	Tjällmo	5
Yxhultsvägen	Tjällmo	5
Backgårdsvägen	Tjällmo	4
Bågvägen	Tjällmo	4
GÄRDHEMSVÄGEN	Tjällmo	2
Hembygdsvägen	Tjällmo	2
Lindesnäsvägen	Tjällmo	2
Brönnestadsvägen	Tjörnarp	8
Mellbyvägen	Tjörnarp	7
Ellagränd	Tjörnarp	5
Tegelbruksvägen	Tjörnarp	5
